Current,InstanceType,Manufacturer,MemoryMiB,VCpus,Price
TRUE,m7i-flex.8xlarge,Intel,131072,32,$5.37
TRUE,m5.8xlarge,Intel,131072,32,$5.38
TRUE,m6i.8xlarge,Intel,131072,32,$5.38
TRUE,m5d.8xlarge,Intel,131072,32,$5.65
TRUE,is4gen.8xlarge,AWS,196608,32,$4.61
TRUE,i3.8xlarge,Intel,249856,32,$3.04
TRUE,p3.8xlarge,Intel,249856,32,$12.24
TRUE,r5a.8xlarge,AMD,262144,32,$1.81
TRUE,r6a.8xlarge,AMD,262144,32,$1.81
TRUE,r7a.8xlarge,AMD,262144,32,$2.43
TRUE,gr6.8xlarge,AMD,262144,32,$2.45
TRUE,r5ad.8xlarge,AMD,262144,32,$2.64
TRUE,g6e.8xlarge,AMD,262144,32,$4.53
TRUE,r6g.8xlarge,AWS,262144,32,$1.61
TRUE,r7g.8xlarge,AWS,262144,32,$1.71
TRUE,r6gd.8xlarge,AWS,262144,32,$1.84
TRUE,r8g.8xlarge,AWS,262144,32,$1.89
TRUE,r7gd.8xlarge,AWS,262144,32,$2.18
TRUE,r8gd.8xlarge,AWS,262144,32,$2.35
TRUE,i4g.8xlarge,AWS,262144,32,$2.47
TRUE,i8g.8xlarge,AWS,262144,32,$2.75
TRUE,r5.8xlarge,Intel,262144,32,$2.02
TRUE,r7i.8xlarge,Intel,262144,32,$2.12
TRUE,r5d.8xlarge,Intel,262144,32,$2.30
TRUE,r5n.8xlarge,Intel,262144,32,$2.38
TRUE,r6i.8xlarge,Intel,262144,32,$2.56
TRUE,r5b.8xlarge,Intel,262144,32,$2.92
TRUE,r6idn.8xlarge,Intel,262144,32,$3.13
TRUE,r6in.8xlarge,Intel,262144,32,$3.33
TRUE,r7iz.8xlarge,Intel,262144,32,$3.52
TRUE,i7i.8xlarge,Intel,262144,32,$3.56
TRUE,d3.8xlarge,Intel,262144,32,$4.00
TRUE,r6id.8xlarge,Intel,262144,32,$6.26
TRUE,r5dn.8xlarge,Intel,262144,32,$6.51
TRUE,i4i.8xlarge,Intel,262144,32,$6.59
TRUE,x2gd.8xlarge,AWS,524288,32,$2.67
TRUE,x8g.8xlarge,AWS,524288,32,$3.13
TRUE,x1e.8xlarge,Intel,999424,32,$6.67
TRUE,x2iedn.8xlarge,Intel,1048576,32,$6.67
TRUE,x2iezn.8xlarge,Intel,1048576,32,$7.21
TRUE,c5.9xlarge,Intel,73728,36,$1.53
TRUE,c5d.9xlarge,Intel,73728,36,$1.73
TRUE,c5n.9xlarge,Intel,98304,36,$6.26
TRUE,c5ad.12xlarge,AMD,98304,48,$2.06
TRUE,c5a.12xlarge,AMD,98304,48,$2.66
TRUE,c7a.12xlarge,AMD,98304,48,$3.27
TRUE,c6a.12xlarge,AMD,98304,48,$7.60
TRUE,c6g.12xlarge,AWS,98304,48,$1.63
TRUE,c7g.12xlarge,AWS,98304,48,$1.74
TRUE,c6gd.12xlarge,AWS,98304,48,$1.84
TRUE,c8g.12xlarge,AWS,98304,48,$1.91
TRUE,c7gd.12xlarge,AWS,98304,48,$2.18
TRUE,c8gd.12xlarge,AWS,98304,48,$2.35
TRUE,c8gn.12xlarge,AWS,98304,48,$2.84
TRUE,c7gn.12xlarge,AWS,98304,48,$3.00
TRUE,c6i.12xlarge,Intel,98304,48,$2.04
TRUE,c5d.12xlarge,Intel,98304,48,$2.30
TRUE,c6id.12xlarge,Intel,98304,48,$2.42
TRUE,c7i-flex.12xlarge,Intel,98304,48,$2.85
TRUE,c7i.12xlarge,Intel,98304,48,$2.95
TRUE,c5.12xlarge,Intel,98304,48,$7.80
TRUE,c6in.12xlarge,Intel,98304,48,$8.48
TRUE,m5a.12xlarge,AMD,196608,48,$2.06
TRUE,m7a.12xlarge,AMD,196608,48,$2.78
TRUE,g6.12xlarge,AMD,196608,48,$4.60
TRUE,g5.12xlarge,AMD,196608,48,$5.67
TRUE,m6a.12xlarge,AMD,196608,48,$7.83
TRUE,m5ad.12xlarge,AMD,196608,48,$8.23
TRUE,m6g.12xlarge,AWS,196608,48,$1.85
TRUE,m7g.12xlarge,AWS,196608,48,$1.96
TRUE,m8g.12xlarge,AWS,196608,48,$2.15
TRUE,m6gd.12xlarge,AWS,196608,48,$2.17
TRUE,m7gd.12xlarge,AWS,196608,48,$2.56
TRUE,m8gd.12xlarge,AWS,196608,48,$2.77
TRUE,m7i-flex.12xlarge,Intel,196608,48,$2.30
TRUE,m7i.12xlarge,Intel,196608,48,$2.42
TRUE,m5d.12xlarge,Intel,196608,48,$2.71
TRUE,m6id.12xlarge,Intel,196608,48,$2.85
TRUE,m5.12xlarge,Intel,196608,48,$3.12
TRUE,m6i.12xlarge,Intel,196608,48,$3.12
TRUE,m6in.12xlarge,Intel,196608,48,$3.34
TRUE,m6idn.12xlarge,Intel,196608,48,$3.82
TRUE,g4dn.12xlarge,Intel,196608,48,$3.91
TRUE,m5zn.12xlarge,Intel,196608,48,$3.96
TRUE,d3en.12xlarge,Intel,196608,48,$7.12
TRUE,m5n.12xlarge,Intel,196608,48,$8.62
TRUE,m5dn.12xlarge,Intel,196608,48,$9.02
TRUE,m5zn.metal,Intel,196608,48,N/A
TRUE,r5ad.12xlarge,AMD,393216,48,$3.14
TRUE,r5a.12xlarge,AMD,393216,48,$3.52
TRUE,r6a.12xlarge,AMD,393216,48,$8.48
TRUE,r7a.12xlarge,AMD,393216,48,$9.41
TRUE,g6e.12xlarge,AMD,393216,48,$10.49
TRUE,r6g.12xlarge,AWS,393216,48,$2.42
TRUE,r7g.12xlarge,AWS,393216,48,$2.57
TRUE,r6gd.12xlarge,AWS,393216,48,$2.76
TRUE,r8g.12xlarge,AWS,393216,48,$2.83
TRUE,r7gd.12xlarge,AWS,393216,48,$3.27
TRUE,r8gd.12xlarge,AWS,393216,48,$3.53
TRUE,i8g.12xlarge,AWS,393216,48,$4.12
TRUE,r5.12xlarge,Intel,393216,48,$3.02
TRUE,r7i.12xlarge,Intel,393216,48,$3.18
TRUE,r5b.12xlarge,Intel,393216,48,$3.58
TRUE,r6id.12xlarge,Intel,393216,48,$3.63
TRUE,r5dn.12xlarge,Intel,393216,48,$4.01
TRUE,r5d.12xlarge,Intel,393216,48,$4.27
TRUE,r5n.12xlarge,Intel,393216,48,$4.39
TRUE,z1d.12xlarge,Intel,393216,48,$4.46
TRUE,i7i.12xlarge,Intel,393216,48,$4.53
TRUE,r6idn.12xlarge,Intel,393216,48,$4.69
TRUE,i4i.12xlarge,Intel,393216,48,$4.93
TRUE,r7iz.12xlarge,Intel,393216,48,$5.28
TRUE,i3en.12xlarge,Intel,393216,48,$5.42
TRUE,i7ie.12xlarge,Intel,393216,48,$6.24
TRUE,r6i.12xlarge,Intel,393216,48,$8.78
TRUE,r6in.12xlarge,Intel,393216,48,$9.94
TRUE,z1d.metal,Intel,393216,48,N/A
TRUE,f2.12xlarge,AMD,524288,48,$3.96
TRUE,x2gd.12xlarge,AWS,786432,48,$4.01
TRUE,x8g.12xlarge,AWS,786432,48,$4.69
TRUE,x2iezn.12xlarge,Intel,1572864,48,$10.01
TRUE,x2iezn.metal,Intel,1572864,48,N/A
TRUE,c6a.16xlarge,AMD,131072,64,$2.45
TRUE,c5a.16xlarge,AMD,131072,64,$2.46
TRUE,c7a.16xlarge,AMD,131072,64,$3.28
TRUE,c5ad.16xlarge,AMD,131072,64,$3.83
TRUE,hpc7g.16xlarge,AWS,131072,64,$1.68
TRUE,c6g.16xlarge,AWS,131072,64,$2.18
TRUE,c7g.16xlarge,AWS,131072,64,$2.32
TRUE,c6gd.16xlarge,AWS,131072,64,$2.46
TRUE,c8g.16xlarge,AWS,131072,64,$2.55
TRUE,g5g.16xlarge,AWS,131072,64,$2.74
TRUE,c7gd.16xlarge,AWS,131072,64,$2.90
TRUE,c8gd.16xlarge,AWS,131072,64,$3.14
TRUE,c8gn.16xlarge,AWS,131072,64,$3.79
TRUE,c7gn.16xlarge,AWS,131072,64,$3.99
TRUE,c6g.metal,AWS,131072,64,N/A
TRUE,c6gd.metal,AWS,131072,64,N/A
TRUE,c7g.metal,AWS,131072,64,N/A
TRUE,c7gd.metal,AWS,131072,64,N/A
TRUE,c7gn.metal,AWS,131072,64,N/A
TRUE,g5g.metal,AWS,131072,64,N/A
TRUE,c7i-flex.16xlarge,Intel,131072,64,$2.71
TRUE,c6id.16xlarge,Intel,131072,64,$3.23
TRUE,c6in.16xlarge,Intel,131072,64,$3.63
TRUE,c6i.16xlarge,Intel,131072,64,$3.80
TRUE,c7i.16xlarge,Intel,131072,64,$3.94
TRUE,m5a.16xlarge,AMD,262144,64,$2.75
TRUE,m5ad.16xlarge,AMD,262144,64,$3.30
TRUE,g6.16xlarge,AMD,262144,64,$3.40
TRUE,g4ad.16xlarge,AMD,262144,64,$3.47
TRUE,m7a.16xlarge,AMD,262144,64,$3.71
TRUE,m6a.16xlarge,AMD,262144,64,$3.85
TRUE,g5.16xlarge,AMD,262144,64,$4.10
TRUE,m6g.16xlarge,AWS,262144,64,$2.46
TRUE,m7g.16xlarge,AWS,262144,64,$2.61
TRUE,m8g.16xlarge,AWS,262144,64,$2.87
TRUE,m6gd.16xlarge,AWS,262144,64,$2.89
TRUE,m7gd.16xlarge,AWS,262144,64,$3.42
TRUE,m8gd.16xlarge,AWS,262144,64,$3.69
TRUE,im4gn.16xlarge,AWS,262144,64,$5.82
TRUE,m6g.metal,AWS,262144,64,N/A
TRUE,m6gd.metal,AWS,262144,64,N/A
TRUE,m7g.metal,AWS,262144,64,N/A
TRUE,m7gd.metal,AWS,262144,64,N/A
TRUE,m7i-flex.16xlarge,Intel,262144,64,$3.06
TRUE,m5.16xlarge,Intel,262144,64,$3.07
TRUE,m6i.16xlarge,Intel,262144,64,$3.07
TRUE,m7i.16xlarge,Intel,262144,64,$3.23
TRUE,m5d.16xlarge,Intel,262144,64,$3.62
TRUE,m6id.16xlarge,Intel,262144,64,$3.80
TRUE,m5n.16xlarge,Intel,262144,64,$3.81
TRUE,g4dn.16xlarge,Intel,262144,64,$4.35
TRUE,m5dn.16xlarge,Intel,262144,64,$4.35
TRUE,h1.16xlarge,Intel,262144,64,$4.83
TRUE,m6idn.16xlarge,Intel,262144,64,$5.09
TRUE,m6in.16xlarge,Intel,262144,64,$5.54
TRUE,i3.16xlarge,Intel,499712,64,$4.99
TRUE,p3.16xlarge,Intel,499712,64,$24.48
TRUE,r5a.16xlarge,AMD,524288,64,$3.62
TRUE,r6a.16xlarge,AMD,524288,64,$3.63
TRUE,r5ad.16xlarge,AMD,524288,64,$4.19
TRUE,r7a.16xlarge,AMD,524288,64,$4.87
TRUE,g6e.16xlarge,AMD,524288,64,$7.58
TRUE,r6g.16xlarge,AWS,524288,64,$3.23
TRUE,r7g.16xlarge,AWS,524288,64,$3.43
TRUE,r6gd.16xlarge,AWS,524288,64,$3.69
TRUE,r8g.16xlarge,AWS,524288,64,$3.77
TRUE,r7gd.16xlarge,AWS,524288,64,$4.35
TRUE,r8gd.16xlarge,AWS,524288,64,$4.70
TRUE,i4g.16xlarge,AWS,524288,64,$4.94
TRUE,i8g.16xlarge,AWS,524288,64,$5.49
TRUE,r6g.metal,AWS,524288,64,N/A
TRUE,r6gd.metal,AWS,524288,64,N/A
TRUE,r7g.metal,AWS,524288,64,N/A
TRUE,r7gd.metal,AWS,524288,64,N/A
TRUE,r5.16xlarge,Intel,524288,64,$4.03
TRUE,r6i.16xlarge,Intel,524288,64,$4.03
TRUE,r7i.16xlarge,Intel,524288,64,$4.23
TRUE,r5d.16xlarge,Intel,524288,64,$4.61
TRUE,r5b.16xlarge,Intel,524288,64,$4.77
TRUE,r5n.16xlarge,Intel,524288,64,$4.77
TRUE,r6id.16xlarge,Intel,524288,64,$4.84
TRUE,r5dn.16xlarge,Intel,524288,64,$5.34
TRUE,i4i.16xlarge,Intel,524288,64,$5.49
TRUE,r6in.16xlarge,Intel,524288,64,$5.58
TRUE,r7iz.16xlarge,Intel,524288,64,$5.95
TRUE,i7i.16xlarge,Intel,524288,64,$6.04
TRUE,r6idn.16xlarge,Intel,524288,64,$6.25
TRUE,r7iz.metal-16xl,Intel,524288,64,N/A
TRUE,x1.16xlarge,Intel,999424,64,$6.67
TRUE,f1.16xlarge,Intel,999424,64,$13.20
TRUE,x2gd.16xlarge,AWS,1048576,64,$5.34
TRUE,x8g.16xlarge,AWS,1048576,64,$6.25
TRUE,x2gd.metal,AWS,1048576,64,N/A
TRUE,x2idn.16xlarge,Intel,1048576,64,$6.67
TRUE,x1e.16xlarge,Intel,1998848,64,$13.34
TRUE,x2iedn.16xlarge,Intel,2097152,64,$13.34
TRUE,c5.18xlarge,Intel,147456,72,$3.06
TRUE,c5d.18xlarge,Intel,147456,72,$3.46
TRUE,c5n.18xlarge,Intel,196608,72,$3.89
TRUE,c5n.metal,Intel,196608,72,N/A
TRUE,i7ie.18xlarge,Intel,589824,72,$9.36
TRUE,c6a.24xlarge,AMD,196608,96,$3.67
TRUE,c5a.24xlarge,AMD,196608,96,$3.70
TRUE,c5ad.24xlarge,AMD,196608,96,$4.13
TRUE,c7a.24xlarge,AMD,196608,96,$4.93
TRUE,c8g.24xlarge,AWS,196608,96,$3.83
TRUE,c8gd.24xlarge,AWS,196608,96,$4.70
TRUE,c8gn.24xlarge,AWS,196608,96,$5.69
TRUE,c8g.metal-24xl,AWS,196608,96,N/A
TRUE,c8gd.metal-24xl,AWS,196608,96,N/A
TRUE,c8gn.metal-24xl,AWS,196608,96,N/A
TRUE,c5.24xlarge,Intel,196608,96,$4.08
TRUE,c6i.24xlarge,Intel,196608,96,$4.08
TRUE,c7i.24xlarge,Intel,196608,96,$4.28
TRUE,c5d.24xlarge,Intel,196608,96,$4.61
TRUE,inf1.24xlarge,Intel,196608,96,$4.72
TRUE,c6id.24xlarge,Intel,196608,96,$4.84
TRUE,vt1.24xlarge,Intel,196608,96,$5.20
TRUE,c6in.24xlarge,Intel,196608,96,$5.44
TRUE,c5.metal,Intel,196608,96,N/A
TRUE,c5d.metal,Intel,196608,96,N/A
TRUE,c7i.metal-24xl,Intel,196608,96,N/A
TRUE,m5a.24xlarge,AMD,393216,96,$4.13
TRUE,m6a.24xlarge,AMD,393216,96,$4.15
TRUE,m5ad.24xlarge,AMD,393216,96,$4.94
TRUE,r5a.24xlarge,AMD,393216,96,$5.42
TRUE,m7a.24xlarge,AMD,393216,96,$5.56
TRUE,inf2.24xlarge,AMD,393216,96,$6.49
TRUE,g6.24xlarge,AMD,393216,96,$6.68
TRUE,g5.24xlarge,AMD,393216,96,$8.14
TRUE,m8g.24xlarge,AWS,393216,96,$4.31
TRUE,m8gd.24xlarge,AWS,393216,96,$5.54
TRUE,m8g.metal-24xl,AWS,393216,96,N/A
TRUE,m8gd.metal-24xl,AWS,393216,96,N/A
TRUE,m5.24xlarge,Intel,393216,96,$4.61
TRUE,m6i.24xlarge,Intel,393216,96,$4.61
TRUE,m7i.24xlarge,Intel,393216,96,$4.84
TRUE,m5d.24xlarge,Intel,393216,96,$5.42
TRUE,m6id.24xlarge,Intel,393216,96,$5.70
TRUE,m5n.24xlarge,Intel,393216,96,$5.71
TRUE,m5dn.24xlarge,Intel,393216,96,$6.53
TRUE,m6in.24xlarge,Intel,393216,96,$6.68
TRUE,m6idn.24xlarge,Intel,393216,96,$7.64
TRUE,g4dn.metal,Intel,393216,96,N/A
TRUE,m5.metal,Intel,393216,96,N/A
TRUE,m5d.metal,Intel,393216,96,N/A
TRUE,m5dn.metal,Intel,393216,96,N/A
TRUE,m5n.metal,Intel,393216,96,N/A
TRUE,m7i.metal-24xl,Intel,393216,96,N/A
TRUE,r6a.24xlarge,AMD,786432,96,$5.44
TRUE,r5ad.24xlarge,AMD,786432,96,$6.29
TRUE,r7a.24xlarge,AMD,786432,96,$7.30
TRUE,g6e.24xlarge,AMD,786432,96,$15.07
TRUE,r8g.24xlarge,AWS,786432,96,$5.66
TRUE,r8gd.24xlarge,AWS,786432,96,$7.05
TRUE,i8g.24xlarge,AWS,786432,96,$8.24
TRUE,i8g.metal-24xl,AWS,786432,96,N/A
TRUE,r8g.metal-24xl,AWS,786432,96,N/A
TRUE,r8gd.metal-24xl,AWS,786432,96,N/A
TRUE,r5.24xlarge,Intel,786432,96,$6.05
TRUE,r6i.24xlarge,Intel,786432,96,$6.05
TRUE,r7i.24xlarge,Intel,786432,96,$6.35
TRUE,r5d.24xlarge,Intel,786432,96,$6.91
TRUE,r5b.24xlarge,Intel,786432,96,$7.15
TRUE,r5n.24xlarge,Intel,786432,96,$7.15
TRUE,r6id.24xlarge,Intel,786432,96,$7.26
TRUE,r5dn.24xlarge,Intel,786432,96,$8.02
TRUE,i4i.24xlarge,Intel,786432,96,$8.24
TRUE,r6in.24xlarge,Intel,786432,96,$8.37
TRUE,i7i.24xlarge,Intel,786432,96,$9.06
TRUE,r6idn.24xlarge,Intel,786432,96,$9.38
TRUE,i3en.24xlarge,Intel,786432,96,$10.85
TRUE,i7ie.24xlarge,Intel,786432,96,$12.48
TRUE,dl1.24xlarge,Intel,786432,96,$13.11
TRUE,p3dn.24xlarge,Intel,786432,96,$31.21
TRUE,i3en.metal,Intel,786432,96,N/A
TRUE,i7i.metal-24xl,Intel,786432,96,N/A
TRUE,i7ie.metal-24xl,Intel,786432,96,N/A
TRUE,r5.metal,Intel,786432,96,N/A
TRUE,r5b.metal,Intel,786432,96,N/A
TRUE,r5d.metal,Intel,786432,96,N/A
TRUE,r5dn.metal,Intel,786432,96,N/A
TRUE,r5n.metal,Intel,786432,96,N/A
TRUE,r7i.metal-24xl,Intel,786432,96,N/A
TRUE,p4d.24xlarge,Intel,1179648,96,$21.96
TRUE,p4de.24xlarge,Intel,1179648,96,$27.45
TRUE,x8g.24xlarge,AWS,1572864,96,$9.38
TRUE,x8g.metal-24xl,AWS,1572864,96,N/A
TRUE,x2idn.24xlarge,Intel,1572864,96,$10.00
TRUE,x2iedn.24xlarge,Intel,3145728,96,$20.01
TRUE,c6a.32xlarge,AMD,262144,128,$4.90
TRUE,c7a.32xlarge,AMD,262144,128,$6.57
TRUE,c6i.32xlarge,Intel,262144,128,$5.44
TRUE,c6id.32xlarge,Intel,262144,128,$6.45
TRUE,c6in.32xlarge,Intel,262144,128,$7.26
TRUE,c6i.metal,Intel,262144,128,N/A
TRUE,c6id.metal,Intel,262144,128,N/A
TRUE,c6in.metal,Intel,262144,128,N/A
TRUE,m6a.32xlarge,AMD,524288,128,$5.53
TRUE,m7a.32xlarge,AMD,524288,128,$7.42
TRUE,m6i.32xlarge,Intel,524288,128,$6.14
TRUE,m6id.32xlarge,Intel,524288,128,$7.59
TRUE,m6in.32xlarge,Intel,524288,128,$8.91
TRUE,m6idn.32xlarge,Intel,524288,128,$10.18
TRUE,trn1.32xlarge,Intel,524288,128,$21.50
TRUE,trn1n.32xlarge,Intel,524288,128,$24.78
TRUE,m6i.metal,Intel,524288,128,N/A
TRUE,m6id.metal,Intel,524288,128,N/A
TRUE,m6idn.metal,Intel,524288,128,N/A
TRUE,m6in.metal,Intel,524288,128,N/A
TRUE,r6a.32xlarge,AMD,1048576,128,$7.26
TRUE,r7a.32xlarge,AMD,1048576,128,$9.74
TRUE,r6i.32xlarge,Intel,1048576,128,$8.06
TRUE,r6id.32xlarge,Intel,1048576,128,$9.68
TRUE,i4i.32xlarge,Intel,1048576,128,$10.98
TRUE,r6in.32xlarge,Intel,1048576,128,$11.16
TRUE,r7iz.32xlarge,Intel,1048576,128,$11.90
TRUE,r6idn.32xlarge,Intel,1048576,128,$12.51
TRUE,i4i.metal,Intel,1048576,128,N/A
TRUE,r6i.metal,Intel,1048576,128,N/A
TRUE,r6id.metal,Intel,1048576,128,N/A
TRUE,r6idn.metal,Intel,1048576,128,N/A
TRUE,r6in.metal,Intel,1048576,128,N/A
TRUE,r7iz.metal-32xl,Intel,1048576,128,N/A
TRUE,x1.32xlarge,Intel,1998848,128,$13.34
TRUE,x2idn.32xlarge,Intel,2097152,128,$13.34
TRUE,x2idn.metal,Intel,2097152,128,N/A
TRUE,x1e.32xlarge,Intel,3997696,128,$26.69
TRUE,x2iedn.32xlarge,Intel,4194304,128,$26.68
TRUE,x2iedn.metal,Intel,4194304,128,N/A
TRUE,c6a.48xlarge,AMD,393216,192,$7.34
TRUE,c7a.48xlarge,AMD,393216,192,$9.85
TRUE,c6a.metal,AMD,393216,192,N/A
TRUE,c7a.metal-48xl,AMD,393216,192,N/A
TRUE,c8g.48xlarge,AWS,393216,192,$7.66
TRUE,c8gd.48xlarge,AWS,393216,192,$9.41
TRUE,c8gn.48xlarge,AWS,393216,192,$11.38
TRUE,c8g.metal-48xl,AWS,393216,192,N/A
TRUE,c8gd.metal-48xl,AWS,393216,192,N/A
TRUE,c8gn.metal-48xl,AWS,393216,192,N/A
TRUE,c7i.48xlarge,Intel,393216,192,$8.57
TRUE,c7i.metal-48xl,Intel,393216,192,N/A
TRUE,m6a.48xlarge,AMD,786432,192,$8.29
TRUE,m7a.48xlarge,AMD,786432,192,$11.13
TRUE,inf2.48xlarge,AMD,786432,192,$12.98
TRUE,g6.48xlarge,AMD,786432,192,$13.35
TRUE,g5.48xlarge,AMD,786432,192,$16.29
TRUE,m6a.metal,AMD,786432,192,N/A
TRUE,m7a.metal-48xl,AMD,786432,192,N/A
TRUE,m8g.48xlarge,AWS,786432,192,$8.62
TRUE,m8gd.48xlarge,AWS,786432,192,$11.07
TRUE,m8g.metal-48xl,AWS,786432,192,N/A
TRUE,m8gd.metal-48xl,AWS,786432,192,N/A
TRUE,m7i.48xlarge,Intel,786432,192,$9.68
TRUE,m7i.metal-48xl,Intel,786432,192,N/A
TRUE,r6a.48xlarge,AMD,1572864,192,$10.89
TRUE,r7a.48xlarge,AMD,1572864,192,$14.61
TRUE,g6e.48xlarge,AMD,1572864,192,$30.13
TRUE,r6a.metal,AMD,1572864,192,N/A
TRUE,r7a.metal-48xl,AMD,1572864,192,N/A
TRUE,r8g.48xlarge,AWS,1572864,192,$11.31
TRUE,r8gd.48xlarge,AWS,1572864,192,$14.11
TRUE,i8g.48xlarge,AWS,1572864,192,$16.47
TRUE,r8g.metal-48xl,AWS,1572864,192,N/A
TRUE,r8gd.metal-48xl,AWS,1572864,192,N/A
TRUE,r7i.48xlarge,Intel,1572864,192,$12.70
TRUE,i7i.48xlarge,Intel,1572864,192,$18.12
TRUE,i7ie.48xlarge,Intel,1572864,192,$24.95
TRUE,i7i.metal-48xl,Intel,1572864,192,N/A
TRUE,i7ie.metal-48xl,Intel,1572864,192,N/A
TRUE,r7i.metal-48xl,Intel,1572864,192,N/A
TRUE,f2.48xlarge,AMD,2097152,192,$15.84
TRUE,p5.48xlarge,AMD,2097152,192,$55.04
TRUE,p5en.48xlarge,Intel,2097152,192,$63.30
TRUE,p6-b200.48xlarge,Intel,2097152,192,$113.93
TRUE,x8g.48xlarge,AWS,3145728,192,$18.76
TRUE,x8g.metal-48xl,AWS,3145728,192,N/A
TRUE,u-3tb1.56xlarge,Intel,3145728,224,$27.30
TRUE,u-6tb1.56xlarge,Intel,6291456,224,$46.40
TRUE,u-6tb1.112xlarge,Intel,6291456,448,$54.60
TRUE,u7i-6tb.112xlarge,Intel,6291456,448,$62.79
TRUE,u7i-8tb.112xlarge,Intel,8388608,448,$83.72
TRUE,u7i-12tb.224xlarge,Intel,12582912,896,$125.58
TRUE,u7in-16tb.224xlarge,Intel,16777216,896,$180.48
TRUE,u7in-24tb.224xlarge,Intel,25165824,896,$270.73
TRUE,u7in-32tb.224xlarge,Intel,33554432,896,$360.99
